DATA_YEAR,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,COUNTY_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,HUMAN_TRAFFICKING,OFFENSE_SUBCAT_NAME,ACTUAL_COUNT
2018,City,TX,Texas,"TRAVIS, WILLIAMSON",South,1B,"Cities from 500,000 thru 999,999",1,Commercial Sex Acts,18
2018,City,TX,Texas,"TRAVIS, WILLIAMSON",South,1B,"Cities from 500,000 thru 999,999",1,Involuntary Servitude,9
2018,County,TX,Texas,VICTORIA,South,9C,"MSA counties from 10,000 thru 24,999",1,Commercial Sex Acts,1
2018,County,TX,Texas,WEBB,South,9D,"MSA counties under 10,000",1,Commercial Sex Acts,1
2018,County,TX,Texas,WEBB,South,9D,"MSA counties under 10,000",1,Involuntary Servitude,5
2018,City,TX,Texas,WICHITA,South,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,2
2018,County,TX,Texas,WILLACY,South,8D,"Non-MSA counties under 10,000",1,Involuntary Servitude,2
2018,City,TX,Texas,"COLLIN, DALLAS, DENTON, ROCKWALL",South,1A,"Cities 1,000,000 or over",1,Commercial Sex Acts,32
2018,City,TX,Texas,"COLLIN, DALLAS, DENTON, ROCKWALL",South,1A,"Cities 1,000,000 or over",1,Involuntary Servitude,1
2018,City,TX,Texas,"FORT BEND, HARRIS, MONTGOMERY",South,1A,"Cities 1,000,000 or over",1,Commercial Sex Acts,69
2018,City,TX,Texas,"FORT BEND, HARRIS, MONTGOMERY",South,1A,"Cities 1,000,000 or over",1,Involuntary Servitude,4
2018,City,TX,Texas,"BEXAR, MEDINA",South,1A,"Cities 1,000,000 or over",1,Commercial Sex Acts,31
2018,City,TX,Texas,"BEXAR, MEDINA",South,1A,"Cities 1,000,000 or over",1,Involuntary Servitude,1
2018,City,UT,Utah,SALT LAKE,West,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,20
2018,State Police,VA,Virginia,CARROLL,South,8D,"Non-MSA counties under 10,000",1,Commercial Sex Acts,1
2018,County,VA,Virginia,HENRICO,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,6
2018,County,VA,Virginia,PRINCE WILLIAM,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,4
2018,City,VA,Virginia,NEWPORT NEWS CITY,South,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,1
2018,City,VT,Vermont,RUTLAND,Northeast,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,3
2018,State Police,VT,Vermont,FRANKLIN,Northeast,9B,"MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,1
2018,State Police,VT,Vermont,WASHINGTON,Northeast,8B,"Non-MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,1
2018,City,WA,Washington,BENTON,West,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,3
2018,City,WA,Washington,BENTON,West,3,"Cities from 50,000 thru 99,999",1,Involuntary Servitude,1
2018,City,WA,Washington,BENTON,West,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,3
2018,City,WA,Washington,CLARK,West,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,1
2018,City,WA,Washington,FRANKLIN,West,3,"Cities from 50,000 thru 99,999",1,Involuntary Servitude,1
2018,City,WA,Washington,KING,West,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,3
2018,City,WA,Washington,KING,West,2,"Cities from 100,000 thru 249,999",1,Involuntary Servitude,5
2018,City,WA,Washington,KING,West,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,18
2018,University or College,WA,Washington,KING,West,7,"Cities under 2,500",1,Involuntary Servitude,1
2018,County,WA,Washington,KITSAP,West,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,1
2018,City,WA,Washington,KITSAP,West,4,"Cities from 25,000 thru 49,999",1,Commercial Sex Acts,1
2018,City,WA,Washington,SNOHOMISH,West,4,"Cities from 25,000 thru 49,999",1,Involuntary Servitude,1
2018,City,WA,Washington,SPOKANE,West,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,1
2018,City,WA,Washington,SPOKANE,West,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,5
2018,City,WA,Washington,SPOKANE,West,2,"Cities from 100,000 thru 249,999",1,Involuntary Servitude,1
2018,City,WI,Wisconsin,BROWN,Midwest,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,13
2018,City,WI,Wisconsin,BROWN,Midwest,2,"Cities from 100,000 thru 249,999",1,Involuntary Servitude,1
2018,City,WI,Wisconsin,BROWN,Midwest,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,1
2018,City,WI,Wisconsin,COLUMBIA,Midwest,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,2
2018,City,WI,Wisconsin,COLUMBIA,Midwest,6,"Cities from 2,500 thru 9,999",1,Involuntary Servitude,1
2018,County,WI,Wisconsin,DODGE,Midwest,8B,"Non-MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,1
2018,City,WI,Wisconsin,"CHIPPEWA, EAU CLAIRE",Midwest,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,2
2018,City,WI,Wisconsin,"CHIPPEWA, EAU CLAIRE",Midwest,3,"Cities from 50,000 thru 99,999",1,Involuntary Servitude,1
2018,County,WI,Wisconsin,LINCOLN,Midwest,9C,"MSA counties from 10,000 thru 24,999",1,Commercial Sex Acts,1
2018,County,WI,Wisconsin,ONEIDA,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",1,Commercial Sex Acts,1
2018,City,WI,Wisconsin,ROCK,Midwest,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,6
2018,City,WI,Wisconsin,MILWAUKEE,Midwest,1B,"Cities from 500,000 thru 999,999",1,Commercial Sex Acts,49
2018,City,WI,Wisconsin,MILWAUKEE,Midwest,1B,"Cities from 500,000 thru 999,999",1,Involuntary Servitude,5
2018,County,WV,West Virginia,MERCER,South,8B,"Non-MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,1
2018,State Police,WV,West Virginia,BERKELEY,South,9D,"MSA counties under 10,000",1,Commercial Sex Acts,2
2018,State Police,WV,West Virginia,FAYETTE,South,9D,"MSA counties under 10,000",1,Commercial Sex Acts,1
2018,State Police,WV,West Virginia,JACKSON,South,9D,"MSA counties under 10,000",1,Commercial Sex Acts,1
2018,County,WY,Wyoming,SWEETWATER,West,8D,"Non-MSA counties under 10,000",1,Commercial Sex Acts,2
2018,County,WY,Wyoming,SWEETWATER,West,8D,"Non-MSA counties under 10,000",1,Involuntary Servitude,2
2019,City,AK,Alaska,ANCHORAGE,West,1C,"Cities from 250,000 thru 499,999",1,Commercial Sex Acts,4
2019,City,AK,Alaska,KENAI PENINSULA,West,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,1
2019,State Police,AK,Alaska,NOT SPECIFIED,West,8A,"Non-MSA counties 100,000 or over",1,Commercial Sex Acts,2
2019,City,AL,Alabama,BIBB,South,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,1
2019,City,AR,Arkansas,PULASKI,South,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,1
2019,City,AR,Arkansas,SALINE,South,4,"Cities from 25,000 thru 49,999",1,Involuntary Servitude,1
2019,City,AZ,Arizona,MARICOPA,West,1C,"Cities from 250,000 thru 499,999",1,Commercial Sex Acts,2
2019,City,AZ,Arizona,MARICOPA,West,1C,"Cities from 250,000 thru 499,999",1,Commercial Sex Acts,2
2019,City,AZ,Arizona,MARICOPA,West,1B,"Cities from 500,000 thru 999,999",1,Commercial Sex Acts,8
2019,City,AZ,Arizona,MARICOPA,West,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,1
2019,City,AZ,Arizona,MARICOPA,West,1A,"Cities 1,000,000 or over",1,Commercial Sex Acts,38
2019,City,AZ,Arizona,MOHAVE,West,4,"Cities from 25,000 thru 49,999",1,Commercial Sex Acts,1
2019,City,AZ,Arizona,PINAL,West,6,"Cities from 2,500 thru 9,999",1,Involuntary Servitude,1
2019,City,CO,Colorado,"ADAMS, ARAPAHOE, DOUGLAS",West,1C,"Cities from 250,000 thru 499,999",1,Commercial Sex Acts,11
2019,City,CO,Colorado,ADAMS,West,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,3
2019,City,CO,Colorado,ADAMS,West,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,1
2019,City,CO,Colorado,ADAMS,West,2,"Cities from 100,000 thru 249,999",1,Involuntary Servitude,1
2019,County,CO,Colorado,ARAPAHOE,West,9B,"MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,2
2019,City,CO,Colorado,ARAPAHOE,West,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,3
2019,County,CO,Colorado,DOUGLAS,West,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,2
2019,City,CO,Colorado,DOUGLAS,West,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,1
2019,City,CO,Colorado,EL PASO,West,1C,"Cities from 250,000 thru 499,999",1,Commercial Sex Acts,4
2019,City,CO,Colorado,EL PASO,West,1C,"Cities from 250,000 thru 499,999",1,Involuntary Servitude,2
2019,County,CO,Colorado,JEFFERSON,West,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,1
2019,County,CO,Colorado,JEFFERSON,West,9A,"MSA counties 100,000 or over",1,Involuntary Servitude,1
2019,City,CO,Colorado,JEFFERSON,West,2,"Cities from 100,000 thru 249,999",1,Involuntary Servitude,1
2019,City,CO,Colorado,JEFFERSON,West,4,"Cities from 25,000 thru 49,999",1,Commercial Sex Acts,2
2019,County,CO,Colorado,KIOWA,West,8D,"Non-MSA counties under 10,000",1,Commercial Sex Acts,2
2019,County,CO,Colorado,KIOWA,West,8D,"Non-MSA counties under 10,000",1,Involuntary Servitude,1
2019,City,CO,Colorado,LARIMER,West,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,1
2019,City,CO,Colorado,MONTEZUMA,West,6,"Cities from 2,500 thru 9,999",1,Involuntary Servitude,1
2019,City,CO,Colorado,PUEBLO,West,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,1
2019,City,CO,Colorado,DENVER,West,1B,"Cities from 500,000 thru 999,999",1,Commercial Sex Acts,16
2019,City,CO,Colorado,DENVER,West,1B,"Cities from 500,000 thru 999,999",1,Involuntary Servitude,1
2019,City,CT,Connecticut,HARTFORD,Northeast,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,1
2019,City,CT,Connecticut,NEW LONDON,Northeast,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,1
2019,City,CT,Connecticut,HARTFORD,Northeast,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,1
2019,City,CT,Connecticut,HARTFORD,Northeast,3,"Cities from 50,000 thru 99,999",1,Involuntary Servitude,1
2019,City,CT,Connecticut,HARTFORD,Northeast,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,1
2019,City,CT,Connecticut,HARTFORD,Northeast,3,"Cities from 50,000 thru 99,999",1,Involuntary Servitude,1
2019,City,CT,Connecticut,FAIRFIELD,Northeast,3,"Cities from 50,000 thru 99,999",1,Involuntary Servitude,1
2019,City,CT,Connecticut,NEW HAVEN,Northeast,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,1
2019,City,DE,Delaware,"KENT, NEW CASTLE",South,5,"Cities from 10,000 thru 24,999",1,Involuntary Servitude,2
2019,City,DE,Delaware,SUSSEX,South,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,1
2019,City,DE,Delaware,SUSSEX,South,6,"Cities from 2,500 thru 9,999",1,Involuntary Servitude,1
2019,State Police,DE,Delaware,NEW CASTLE,South,9D,"MSA counties under 10,000",1,Commercial Sex Acts,5
2019,State Police,DE,Delaware,SUSSEX,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,7
2019,State Police,DE,Delaware,SUSSEX,South,9A,"MSA counties 100,000 or over",1,Involuntary Servitude,7
2019,State Police,DE,Delaware,UNMAPPED COUNTY,South,8D,"Non-MSA counties under 10,000",1,Commercial Sex Acts,2
2019,County,FL,Florida,BAKER,South,9B,"MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,1
2019,County,FL,Florida,COLLIER,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,3
2019,City,FL,Florida,MIAMI-DADE,South,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,6
2019,City,FL,Florida,MIAMI-DADE,South,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,1
2019,City,FL,Florida,DUVAL,South,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,1
2019,County,FL,Florida,FLAGLER,South,9A,"MSA counties 100,000 or over",1,Involuntary Servitude,1
2019,City,FL,Florida,HENDRY,South,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,1
2019,County,FL,Florida,HERNANDO,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,1
2019,County,FL,Florida,HILLSBOROUGH,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,9
2019,City,FL,Florida,HILLSBOROUGH,South,1C,"Cities from 250,000 thru 499,999",1,Commercial Sex Acts,4
2019,City,FL,Florida,INDIAN RIVER,South,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,1
2019,County,FL,Florida,LEE,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,9
2019,County,FL,Florida,LEE,South,9A,"MSA counties 100,000 or over",1,Involuntary Servitude,2
2019,Other State Agency,FL,Florida,LEE,South,9D,"MSA counties under 10,000",1,Involuntary Servitude,1
2019,City,FL,Florida,LEON,South,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,8
2019,County,FL,Florida,ORANGE,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,6
2019,City,FL,Florida,ORANGE,South,1C,"Cities from 250,000 thru 499,999",1,Commercial Sex Acts,1
2019,County,FL,Florida,PALM BEACH,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,25
2019,County,FL,Florida,PALM BEACH,South,9A,"MSA counties 100,000 or over",1,Involuntary Servitude,3
2019,City,FL,Florida,PALM BEACH,South,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,1
2019,City,FL,Florida,PALM BEACH,South,4,"Cities from 25,000 thru 49,999",1,Commercial Sex Acts,2
2019,City,FL,Florida,PALM BEACH,South,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,7
2019,City,FL,Florida,PALM BEACH,South,4,"Cities from 25,000 thru 49,999",1,Commercial Sex Acts,1
2019,County,FL,Florida,PASCO,South,9A,"MSA counties 100,000 or over",1,Involuntary Servitude,4
2019,City,FL,Florida,PINELLAS,South,1C,"Cities from 250,000 thru 499,999",1,Commercial Sex Acts,10
2019,County,FL,Florida,SEMINOLE,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,2
2019,County,FL,Florida,VOLUSIA,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,1
2019,City,FL,Florida,VOLUSIA,South,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,5
2019,City,GA,Georgia,BARTOW,South,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,1
2019,County,GA,Georgia,CHEROKEE,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,1
2019,City,GA,Georgia,CLARKE,South,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,1
2019,City,GA,Georgia,CLARKE,South,2,"Cities from 100,000 thru 249,999",1,Involuntary Servitude,1
2019,County,GA,Georgia,CLAYTON,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,1
2019,County,GA,Georgia,COBB,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,1
2019,City,GA,Georgia,COBB,South,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,9
2019,City,GA,Georgia,COBB,South,3,"Cities from 50,000 thru 99,999",1,Involuntary Servitude,1
2019,County,GA,Georgia,COWETA,South,9B,"MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,11
2019,County,GA,Georgia,DEKALB,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,1
2019,City,GA,Georgia,EFFINGHAM,South,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,1
2019,County,GA,Georgia,FANNIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",1,Commercial Sex Acts,1
2019,County,GA,Georgia,FULTON,South,9D,"MSA counties under 10,000",1,Commercial Sex Acts,2
2019,County,GA,Georgia,HALL,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,2
2019,City,GA,Georgia,HARALSON,South,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,1
2019,City,GA,Georgia,HENRY,South,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,1
2019,City,GA,Georgia,"HOUSTON, PEACH",South,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,1
2019,County,GA,Georgia,PAULDING,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,11
2019,County,GA,Georgia,PAULDING,South,9A,"MSA counties 100,000 or over",1,Involuntary Servitude,4
2019,County,GA,Georgia,PEACH,South,9C,"MSA counties from 10,000 thru 24,999",1,Commercial Sex Acts,2
2019,County,GA,Georgia,PIERCE,South,8C,"Non-MSA counties from 10,000 thru 24,999",1,Commercial Sex Acts,2
2019,County,GA,Georgia,TWIGGS,South,9D,"MSA counties under 10,000",1,Commercial Sex Acts,1
2019,County,GA,Georgia,WHITFIELD,South,9B,"MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,2
2019,City,HI,Hawaii,HONOLULU,West,1B,"Cities from 500,000 thru 999,999",1,Commercial Sex Acts,1
2019,County,HI,Hawaii,MAUI,West,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,1
2019,City,IA,Iowa,WAPELLO,Midwest,5,"Cities from 10,000 thru 24,999",1,Involuntary Servitude,1
2019,City,ID,Idaho,ADA,West,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,3
2019,City,IL,Illinois,BOONE,Midwest,4,"Cities from 25,000 thru 49,999",1,Commercial Sex Acts,1
2019,City,IL,Illinois,COOK,Midwest,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,1
2019,City,IL,Illinois,"COOK, DUPAGE",Midwest,4,"Cities from 25,000 thru 49,999",1,Involuntary Servitude,1
2019,City,IL,Illinois,COOK,Midwest,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,1
2019,City,IL,Illinois,COOK,Midwest,6,"Cities from 2,500 thru 9,999",1,Involuntary Servitude,1
2019,County,IL,Illinois,DUPAGE,Midwest,9B,"MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,1
2019,City,IL,Illinois,FRANKLIN,Midwest,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,1
2019,City,IL,Illinois,FRANKLIN,Midwest,6,"Cities from 2,500 thru 9,999",1,Involuntary Servitude,1
2019,County,IL,Illinois,LAKE,Midwest,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,2
2019,City,IL,Illinois,MCHENRY,Midwest,7,"Cities under 2,500",1,Commercial Sex Acts,1
2019,City,IL,Illinois,MCLEAN,Midwest,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,1
2019,County,IL,Illinois,RANDOLPH,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",1,Commercial Sex Acts,1
2019,County,IL,Illinois,RANDOLPH,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",1,Involuntary Servitude,1
2019,City,IL,Illinois,ST CLAIR,Midwest,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,1
2019,City,IL,Illinois,ST CLAIR,Midwest,4,"Cities from 25,000 thru 49,999",1,Commercial Sex Acts,1
2019,County,IL,Illinois,WINNEBAGO,Midwest,9B,"MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,1
2019,County,IL,Illinois,WINNEBAGO,Midwest,9B,"MSA counties from 25,000 thru 99,999",1,Involuntary Servitude,1
2019,City,IL,Illinois,"OGLE, WINNEBAGO",Midwest,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,3
2019,City,IL,Illinois,"OGLE, WINNEBAGO",Midwest,2,"Cities from 100,000 thru 249,999",1,Involuntary Servitude,3
2019,City,IL,Illinois,COOK,Midwest,1A,"Cities 1,000,000 or over",1,Commercial Sex Acts,13
2019,City,IN,Indiana,DUBOIS,Midwest,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,1
2019,City,IN,Indiana,HAMILTON,Midwest,4,"Cities from 25,000 thru 49,999",1,Commercial Sex Acts,1
2019,City,IN,Indiana,HENDRICKS,Midwest,4,"Cities from 25,000 thru 49,999",1,Involuntary Servitude,1
2019,City,IN,Indiana,MONROE,Midwest,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,1
2019,County,IN,Indiana,VIGO,Midwest,9B,"MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,1
2019,County,IN,Indiana,VIGO,Midwest,9B,"MSA counties from 25,000 thru 99,999",1,Involuntary Servitude,2
2019,City,IN,Indiana,VIGO,Midwest,3,"Cities from 50,000 thru 99,999",1,Involuntary Servitude,1
2019,State Police,IN,Indiana,CLAY,Midwest,9D,"MSA counties under 10,000",1,Commercial Sex Acts,1
2019,State Police,IN,Indiana,HUNTINGTON,Midwest,8D,"Non-MSA counties under 10,000",1,Commercial Sex Acts,2
2019,State Police,IN,Indiana,MARION,Midwest,9D,"MSA counties under 10,000",1,Involuntary Servitude,1
2019,City,IN,Indiana,MARION,Midwest,1B,"Cities from 500,000 thru 999,999",1,Commercial Sex Acts,9
2019,City,IN,Indiana,MARION,Midwest,1B,"Cities from 500,000 thru 999,999",1,Involuntary Servitude,3
2019,City,KS,Kansas,SHAWNEE,Midwest,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,2
2019,County,KY,Kentucky,ALLEN,South,9C,"MSA counties from 10,000 thru 24,999",1,Commercial Sex Acts,1
2019,City,KY,Kentucky,BULLITT,South,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,1
2019,City,KY,Kentucky,DAVIESS,South,3,"Cities from 50,000 thru 99,999",1,Commercial Sex Acts,1
2019,City,KY,Kentucky,FAYETTE,South,1C,"Cities from 250,000 thru 499,999",1,Commercial Sex Acts,12
2019,City,KY,Kentucky,FAYETTE,South,1C,"Cities from 250,000 thru 499,999",1,Involuntary Servitude,2
2019,County,KY,Kentucky,FRANKLIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",1,Commercial Sex Acts,8
2019,County,KY,Kentucky,FRANKLIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",1,Involuntary Servitude,4
2019,Other State Agency,KY,Kentucky,FRANKLIN,South,7,"Cities under 2,500",1,Involuntary Servitude,16
2019,City,KY,Kentucky,HARDIN,South,5,"Cities from 10,000 thru 24,999",1,Involuntary Servitude,3
2019,City,KY,Kentucky,JOHNSON,South,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,1
2019,City,KY,Kentucky,KENTON,South,4,"Cities from 25,000 thru 49,999",1,Involuntary Servitude,1
2019,City,KY,Kentucky,KENTON,South,4,"Cities from 25,000 thru 49,999",1,Commercial Sex Acts,2
2019,County,KY,Kentucky,KNOX,South,8B,"Non-MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,1
2019,City,KY,Kentucky,LARUE,South,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,1
2019,City,KY,Kentucky,MCCRACKEN,South,5,"Cities from 10,000 thru 24,999",1,Involuntary Servitude,2
2019,County,KY,Kentucky,PIKE,South,8B,"Non-MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,1
2019,City,KY,Kentucky,SCOTT,South,4,"Cities from 25,000 thru 49,999",1,Involuntary Servitude,2
2019,City,KY,Kentucky,WARREN,South,3,"Cities from 50,000 thru 99,999",1,Involuntary Servitude,1
2019,State Police,KY,Kentucky,NOT SPECIFIED,South,8E,Non-MSA State Police,1,Commercial Sex Acts,1
2019,County,LA,Louisiana,BOSSIER,South,9B,"MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,1
2019,County,LA,Louisiana,JEFFERSON,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,6
2019,County,LA,Louisiana,LAFAYETTE,South,9B,"MSA counties from 25,000 thru 99,999",1,Commercial Sex Acts,1
2019,County,LA,Louisiana,ST TAMMANY,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,1
2019,County,LA,Louisiana,WEBSTER,South,8C,"Non-MSA counties from 10,000 thru 24,999",1,Involuntary Servitude,1
2019,City,LA,Louisiana,ORLEANS,South,1C,"Cities from 250,000 thru 499,999",1,Involuntary Servitude,2
2019,City,MA,Massachusetts,BARNSTABLE,Northeast,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,3
2019,City,MA,Massachusetts,BARNSTABLE,Northeast,5,"Cities from 10,000 thru 24,999",1,Involuntary Servitude,3
2019,City,MA,Massachusetts,BRISTOL,Northeast,4,"Cities from 25,000 thru 49,999",1,Commercial Sex Acts,1
2019,City,MA,Massachusetts,BRISTOL,Northeast,6,"Cities from 2,500 thru 9,999",1,Commercial Sex Acts,1
2019,City,MA,Massachusetts,ESSEX,Northeast,4,"Cities from 25,000 thru 49,999",1,Commercial Sex Acts,1
2019,City,MA,Massachusetts,ESSEX,Northeast,4,"Cities from 25,000 thru 49,999",1,Involuntary Servitude,1
2019,City,MA,Massachusetts,HAMPDEN,Northeast,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,1
2019,City,MA,Massachusetts,MIDDLESEX,Northeast,4,"Cities from 25,000 thru 49,999",1,Involuntary Servitude,1
2019,City,MA,Massachusetts,MIDDLESEX,Northeast,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,1
2019,City,MA,Massachusetts,MIDDLESEX,Northeast,4,"Cities from 25,000 thru 49,999",1,Involuntary Servitude,1
2019,City,MA,Massachusetts,MIDDLESEX,Northeast,4,"Cities from 25,000 thru 49,999",1,Commercial Sex Acts,1
2019,City,MA,Massachusetts,MIDDLESEX,Northeast,4,"Cities from 25,000 thru 49,999",1,Commercial Sex Acts,3
2019,City,MA,Massachusetts,PLYMOUTH,Northeast,3,"Cities from 50,000 thru 99,999",1,Involuntary Servitude,2
2019,City,MA,Massachusetts,PLYMOUTH,Northeast,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,1
2019,City,MA,Massachusetts,SUFFOLK,Northeast,1B,"Cities from 500,000 thru 999,999",1,Commercial Sex Acts,5
2019,City,MA,Massachusetts,SUFFOLK,Northeast,1B,"Cities from 500,000 thru 999,999",1,Involuntary Servitude,3
2019,City,MA,Massachusetts,WORCESTER,Northeast,4,"Cities from 25,000 thru 49,999",1,Involuntary Servitude,1
2019,City,MA,Massachusetts,WORCESTER,Northeast,2,"Cities from 100,000 thru 249,999",1,Commercial Sex Acts,6
2019,City,MD,Maryland,ALLEGANY,South,5,"Cities from 10,000 thru 24,999",1,Commercial Sex Acts,3
2019,County,MD,Maryland,ANNE ARUNDEL,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,7
2019,County,MD,Maryland,ANNE ARUNDEL,South,9A,"MSA counties 100,000 or over",1,Involuntary Servitude,1
2019,County,MD,Maryland,BALTIMORE,South,9A,"MSA counties 100,000 or over",1,Commercial Sex Acts,2
2019,City,MD,Maryland,CECIL,South,5,"Cities from 10,000 thru 24,999",1,Involuntary Servitude,4
